tg_id,pack_name,created_flag,front_word,back_word,date_of_repeat,repeat_length,is_hidden
875771161,New words,False,Responsibility,Обязанность/ответственность,2026-04-23,13.1875,0
875771161,New words,False,Peaceful,Спокойный,2026-03-21,1.0,0
875771161,New words,False,Sick,Больной,2026-07-29,170.9951171875,0
875771161,New words,False,Hunger strike,Голодовка,2026-07-13,170.9951171875,0
875771161,New words,False,Suddenly,Вдруг/внезапно,2026-07-19,170.9951171875,0
875771161,New words,False,Whenever,В любое время,2026-05-17,113.330078125,0
875771161,New words,False,Realize,Осознавать,2026-05-04,20.78125,0
875771161,New words,False,Actually,На самом деле,2026-05-29,113.330078125,0
875771161,New words,False,Frequently,Часто,2026-07-20,170.9951171875,0
875771161,New words,False,Towards,В направлении к,2026-05-12,113.330078125,0
875771161,New words,False,Obviously,Очевидно,2026-07-04,170.9951171875,0
875771161,New words,False,Well in advance,Заранее,2026-06-01,113.330078125,0
875771161,New words,False,Length,Продолжительность,2026-02-17,32.171875,0
875771161,New words,False,Decide,Принять решение,2026-02-27,8.125,0
875771161,New words,False,Non-refundable,Невозвратный,2026-04-12,49.2578125,0
875771161,New words,False,Destination,Место назначения,2026-07-14,170.9951171875,0
875771161,New words,False,Requirements,Требования,2026-07-20,170.9951171875,0
875771161,New words,False,Departure,Отправление,2026-07-12,170.9951171875,0
875771161,New words,False,Domestic,Домашний,2026-07-03,170.9951171875,0
875771161,New words,False,Stopover,Пересадка,2026-08-05,113.330078125,0
875771161,New words,False,Scale,Шкала,2026-04-20,74.88671875,0
875771161,New words,False,Allowance,Разрешение/допуск,2026-04-13,2.5,0
875771161,New words,False,Hurry up,Торопиться,2026-07-08,170.9951171875,0
875771161,New words,False,Carry-on,Ручная кладь,2026-07-01,170.9951171875,0
875771161,New words,False,Dine in,Есть внутри,2026-07-01,170.9951171875,0
875771161,New words,False,Sour cream,Сметана,2026-07-09,170.9951171875,0
875771161,New words,False,Herbs,Травы/зелень,2026-07-18,170.9951171875,0
875771161,New words,False,Mustard,Горчица,2026-05-06,113.330078125,0
875771161,New words,False,Oatmeal,Овсяная каша,2026-04-17,49.2578125,0
875771161,New words,False,Beef,Говядина,2026-07-05,170.9951171875,0
875771161,New words,False,Seek,Искать/стремиться,2026-07-10,170.9951171875,0
875771161,New words,False,Performance,Выступление,2026-04-27,20.78125,0
875771161,New words,False,Rest,Отдых,2026-07-05,170.9951171875,0
875771161,New words,False,Foreign,Иностранный,2026-07-20,170.9951171875,0
875771161,New words,False,Recently,Недавно,2026-05-13,113.330078125,0
875771161,New words,False,Push,Нажимать,2026-07-04,170.9951171875,0
875771161,New words,False,Options,Варианты,2026-07-01,170.9951171875,0
875771161,New words,False,Note,Записывать,2026-05-19,113.330078125,0
875771161,New words,False,Before,Раньше,2026-05-29,49.2578125,0
875771161,New words,False,Significant,Важный,2026-05-30,113.330078125,0
875771161,New words,False,Common,Общепринятый/обычный,2026-04-24,8.125,0
875771161,New words,False,Rise,Рост,2026-05-14,113.330078125,0
875771161,New words,False,Response,Ответ/реакция,2026-05-17,32.171875,0
875771161,New words,False,Cutting-edge,Передовая(технология),2026-07-05,170.9951171875,0
875771161,New words,False,Exactly,Точно/в точку,2026-05-06,113.330078125,0
875771161,New words,False,Approach,Подход,2026-07-28,170.9951171875,0
875771161,New words,False,Fund,Фонд/денежные средства,2026-07-11,170.9951171875,0
875771161,New words,False,To occur,Происходить/иметь место,2026-05-13,113.330078125,0
875771161,New words,False,Above,Выше,2026-05-29,49.2578125,0
875771161,New words,False,Earn,Зарабатывать,2026-07-22,170.9951171875,0
875771161,New words,False,Terrible,Страшный/ужасный,2026-07-21,170.9951171875,0
875771161,New words,False,Satisfy ,Удовлетворить,2026-05-16,74.88671875,0
875771161,New words,False,Thirsty ,Испытывающий жажду,2026-04-19,13.1875,0
875771161,New words,False,Several ,Несколько,2026-05-15,113.330078125,0
875771161,New words,False,Treasure ,сокровище,2026-05-13,113.330078125,0
875771161,New words,False,Glad ,Радостный,2026-03-05,4.75,0
875771161,New words,False,Shell ,Оболочка/раковина,2026-07-05,170.9951171875,0
875771161,New words,False,Excited ,Взволнованный/возбужденный,2026-04-24,49.2578125,0
875771161,New words,False,Certainly ,Конечно/ безусловно,2026-03-19,13.1875,0
875771161,New words,False,Tricky ,Сложный/хитрый,2026-05-15,113.330078125,0
875771161,New words,False,Either ,Или/либо/тоже,2026-05-10,113.330078125,0
875771161,New words,False,Pull ,Тянуть/вытащить,2026-07-01,170.9951171875,0
875771161,New words,False,Blind ,слепой,2026-04-12,20.78125,0
875771161,New words,False,Poison ,яд,2026-06-01,113.330078125,0
875771161,New words,False,Disappear ,исчезать,2026-04-17,74.88671875,0
875771161,New words,False,Catch ,ловить/ поймать,2026-08-05,170.9951171875,0
875771161,New words,False,Trick ,Трюк/хитрость,2026-07-21,170.9951171875,0
875771161,New words,False,Naive ,наивный,2026-04-24,8.125,0
875771161,New words,False,native ,родной/местный,2026-07-12,170.9951171875,0
875771161,New words,False,Gently ,Мягко/аккуратно,2026-05-24,113.330078125,0
875771161,New words,False,Mystery ,Тайна,2026-03-31,74.88671875,0
